,Imóvel,Bairro,Metragem (m^2),Quartos,Banheiros,Vagas,Condominio
7214,"  Apartamento com 2 Quartos à Venda, 68m²  ",Vila Matilde, 68 , 2 , 1 , 1 ,580
7215,  Bella Vista Pauliceia  ,Bela Vista, 39-107 , 1-2 , 1 , 1 ,0
7216,"  Apartamento com 3 Quartos à Venda, 87m²  ",Vila Uberabinha, 87 , 3 , 3 , 1 ,1038
7217,"  Apartamento com 2 Quartos à Venda, 65m²  ",Panamby, 65 , 2 , 2 , 2 ,700
7218,"  Apartamento com  Quarto à Venda, 33m²  ",Vila Buarque, 33 , 1 , 1 , -- ,480
7219,"  Casa de condomínio com 3 Quartos à Venda, 136m²  ",Horto do Ipê, 136 , 3 , 3 , 2 ,636
7220,"  Apartamento com  Quarto à Venda, 20m²  ",Penha, 20 , 1 , 1 , -- ,94
7221,"  Apartamento com 3 Quartos à Venda, 88m²  ",Imirim, 88 , 3 , 2 , 2 ,700
7222,"  Apartamento com 2 Quartos à Venda, 81m²  ",Vila Mariana, 81 , 2 , 2 , 1 ,760
7223,"  Casa de condomínio com 3 Quartos à Venda, 132m²  ",Vila Araguaia, 132 , 3 , 2 , 2 ,190
7224,"  Apartamento com 2 Quartos à Venda, 64m²  ",Tatuapé, 64 , 2 , 2 , 1 ,630
7225,"  Apartamento com 4 Quartos à Venda, 120m²  ",Tatuapé, 120 , 4 , 3 , 4 ,1400
7226,"  Apartamento com 2 Quartos à Venda, 44m²  ",Vila Prudente, 44 , 2 , 1 , -- ,207
7227,"  Apartamento com 3 Quartos à Venda, 123m²  ",Vila Mascote, 123 , 3 , 3 , 2 ,1610
7228,"  Apartamento com 3 Quartos à Venda, 150m²  ",Lar São Paulo, 150 , 3 , 4 , 3 ,1120
7229,"  Apartamento com 2 Quartos à Venda, 105m²  ",Paraíso, 105 , 2 , 2 , 2 ,1362
7230,"  Apartamento com 3 Quartos à Venda, 170m²  ",Móoca, 170 , 3 , 3 , 3 ,1000
7231,"  Casa com 4 Quartos à Venda, 125m²  ",Vila Nova Mazzei, 125 , 4 , 3 , 3 ,0
7232,"  Apartamento com 3 Quartos à Venda, 77m²  ",Vila Carrão, 77 , 3 , 2 , 2 ,716
7233,"  Apartamento com 3 Quartos à Venda, 78m²  ",Jaguaré, 78 , 3 , 2 , 1 ,600
7234,"  Casa com 2 Quartos à Venda, 165m²  ",Conjunto Residencial Santa Terezinha, 165 , 2 , 3 , 2 ,0
7235,"  Casa com 3 Quartos à Venda, 280m²  ",Jardim França, 280 , 3 , 5 , 4 ,0
7236,"  Apartamento com 3 Quartos à Venda, 82m²  ",Vila Sônia, 82 , 3 , 2 , 2 ,600
7237,  Just  ,Bela Vista, 60-71 , 2 , 2 , 1-2 ,0
7238,"  Casa de condomínio com 3 Quartos à Venda, 193m²  ",Tatuapé, 193 , 3 , 4 , 2 ,200
7239,"  Apartamento com 2 Quartos à Venda, 118m²  ",Pinheiros, 118 , 2 , 3 , 2 ,1150000
7240,"  Casa com 4 Quartos à Venda, 252m²  ",Jardim Alvorada, 252 , 4 , 5 , 2 ,0
7241,"  Apartamento com  Quarto à Venda, 69m²  ",Brooklin, 69 , 1 , 2 , 1 ,850
7242,"  Apartamento com 3 Quartos à Venda, 117m²  ",Brooklin, 117 , 3 , 4 , 2 ,1500
7243,"  Apartamento com 2 Quartos à Venda, 38m²  ",Santana, 38 , 2 , 1 , -- ,300
7244,  BELLA VISTA PAULICEIA  ,Bela Vista, 48 , 2 , 1 , -- ,0
7245,"  Apartamento com 2 Quartos à Venda, 153m²  ",Campo Belo, 153 , 2 , 3 , 2 ,1200
7246,"  Casa de condomínio com 3 Quartos à Venda, 350m²  ",Santo Amaro, 350 , 3 , 4 , 3 ,2500
7247,"  Apartamento com 3 Quartos à Venda, 69m²  ",Jardim Prudência, 69 , 3 , 2 , 1 ,700
7248,"  Apartamento com 3 Quartos à Venda, 78m²  ",Parque da Vila Prudente, 78 , 3 , 2 , 1 ,680
7249,"  Apartamento com 3 Quartos à Venda, 83m²  ",Jardim Brasil, 83 , 3 , 2 , 1 ,927
7250,"  Apartamento com 2 Quartos à Venda, 68m²  ",Vila Matilde, 68 , 2 , 1 , 1 ,580
7251,  Bella Vista Pauliceia  ,Bela Vista, 39-107 , 1-2 , 1 , 1 ,0
7252,"  Apartamento com 3 Quartos à Venda, 87m²  ",Vila Uberabinha, 87 , 3 , 3 , 1 ,1038
7253,"  Apartamento com 2 Quartos à Venda, 65m²  ",Panamby, 65 , 2 , 2 , 2 ,700
7254,"  Apartamento com  Quarto à Venda, 33m²  ",Vila Buarque, 33 , 1 , 1 , -- ,480
7255,"  Casa de condomínio com 3 Quartos à Venda, 136m²  ",Horto do Ipê, 136 , 3 , 3 , 2 ,636
7256,"  Apartamento com  Quarto à Venda, 20m²  ",Penha, 20 , 1 , 1 , -- ,94
7257,"  Apartamento com 3 Quartos à Venda, 88m²  ",Imirim, 88 , 3 , 2 , 2 ,700
7258,"  Apartamento com 2 Quartos à Venda, 81m²  ",Vila Mariana, 81 , 2 , 2 , 1 ,760
7259,"  Casa de condomínio com 3 Quartos à Venda, 132m²  ",Vila Araguaia, 132 , 3 , 2 , 2 ,190
7260,"  Apartamento com 2 Quartos à Venda, 64m²  ",Tatuapé, 64 , 2 , 2 , 1 ,630
7261,"  Apartamento com 4 Quartos à Venda, 120m²  ",Tatuapé, 120 , 4 , 3 , 4 ,1400
7262,"  Apartamento com 2 Quartos à Venda, 44m²  ",Vila Prudente, 44 , 2 , 1 , -- ,207
7263,"  Apartamento com 3 Quartos à Venda, 123m²  ",Vila Mascote, 123 , 3 , 3 , 2 ,1610
7264,"  Apartamento com 3 Quartos à Venda, 150m²  ",Lar São Paulo, 150 , 3 , 4 , 3 ,1120
7265,"  Apartamento com 2 Quartos à Venda, 105m²  ",Paraíso, 105 , 2 , 2 , 2 ,1362
7266,"  Apartamento com 3 Quartos à Venda, 170m²  ",Móoca, 170 , 3 , 3 , 3 ,1000
7267,"  Casa com 4 Quartos à Venda, 125m²  ",Vila Nova Mazzei, 125 , 4 , 3 , 3 ,0
7268,"  Apartamento com 3 Quartos à Venda, 77m²  ",Vila Carrão, 77 , 3 , 2 , 2 ,716
7269,"  Apartamento com 3 Quartos à Venda, 78m²  ",Jaguaré, 78 , 3 , 2 , 1 ,600
7270,"  Casa com 2 Quartos à Venda, 165m²  ",Conjunto Residencial Santa Terezinha, 165 , 2 , 3 , 2 ,0
7271,"  Casa com 3 Quartos à Venda, 280m²  ",Jardim França, 280 , 3 , 5 , 4 ,0
7272,"  Apartamento com 3 Quartos à Venda, 82m²  ",Vila Sônia, 82 , 3 , 2 , 2 ,600
7273,  Just  ,Bela Vista, 60-71 , 2 , 2 , 1-2 ,0
7274,"  Casa de condomínio com 3 Quartos à Venda, 193m²  ",Tatuapé, 193 , 3 , 4 , 2 ,200
7275,"  Apartamento com 2 Quartos à Venda, 118m²  ",Pinheiros, 118 , 2 , 3 , 2 ,1150000
7276,"  Casa com 4 Quartos à Venda, 252m²  ",Jardim Alvorada, 252 , 4 , 5 , 2 ,0
7277,"  Apartamento com  Quarto à Venda, 69m²  ",Brooklin, 69 , 1 , 2 , 1 ,850
7278,"  Apartamento com 3 Quartos à Venda, 117m²  ",Brooklin, 117 , 3 , 4 , 2 ,1500
7279,"  Apartamento com 2 Quartos à Venda, 38m²  ",Santana, 38 , 2 , 1 , -- ,300
7280,  BELLA VISTA PAULICEIA  ,Bela Vista, 48 , 2 , 1 , -- ,0
7281,"  Apartamento com 2 Quartos à Venda, 153m²  ",Campo Belo, 153 , 2 , 3 , 2 ,1200
7282,"  Casa de condomínio com 3 Quartos à Venda, 350m²  ",Santo Amaro, 350 , 3 , 4 , 3 ,2500
7283,"  Apartamento com 3 Quartos à Venda, 69m²  ",Jardim Prudência, 69 , 3 , 2 , 1 ,700
7284,"  Apartamento com 3 Quartos à Venda, 78m²  ",Parque da Vila Prudente, 78 , 3 , 2 , 1 ,680
7285,"  Apartamento com 3 Quartos à Venda, 83m²  ",Jardim Brasil, 83 , 3 , 2 , 1 ,927
7286,"  Apartamento com 2 Quartos à Venda, 68m²  ",Vila Matilde, 68 , 2 , 1 , 1 ,580
7287,  Bella Vista Pauliceia  ,Bela Vista, 39-107 , 1-2 , 1 , 1 ,0
7288,"  Apartamento com 3 Quartos à Venda, 87m²  ",Vila Uberabinha, 87 , 3 , 3 , 1 ,1038
7289,"  Apartamento com 2 Quartos à Venda, 65m²  ",Panamby, 65 , 2 , 2 , 2 ,700
7290,"  Apartamento com  Quarto à Venda, 33m²  ",Vila Buarque, 33 , 1 , 1 , -- ,480
7291,"  Casa de condomínio com 3 Quartos à Venda, 136m²  ",Horto do Ipê, 136 , 3 , 3 , 2 ,636
7292,"  Apartamento com  Quarto à Venda, 20m²  ",Penha, 20 , 1 , 1 , -- ,94
7293,"  Apartamento com 3 Quartos à Venda, 88m²  ",Imirim, 88 , 3 , 2 , 2 ,700
7294,"  Apartamento com 2 Quartos à Venda, 81m²  ",Vila Mariana, 81 , 2 , 2 , 1 ,760
7295,"  Casa de condomínio com 3 Quartos à Venda, 132m²  ",Vila Araguaia, 132 , 3 , 2 , 2 ,190
7296,"  Apartamento com 2 Quartos à Venda, 64m²  ",Tatuapé, 64 , 2 , 2 , 1 ,630
7297,"  Apartamento com 4 Quartos à Venda, 120m²  ",Tatuapé, 120 , 4 , 3 , 4 ,1400
7298,"  Apartamento com 2 Quartos à Venda, 44m²  ",Vila Prudente, 44 , 2 , 1 , -- ,207
7299,"  Apartamento com 3 Quartos à Venda, 123m²  ",Vila Mascote, 123 , 3 , 3 , 2 ,1610
7300,"  Apartamento com 3 Quartos à Venda, 150m²  ",Lar São Paulo, 150 , 3 , 4 , 3 ,1120
7301,"  Apartamento com 2 Quartos à Venda, 105m²  ",Paraíso, 105 , 2 , 2 , 2 ,1362
7302,"  Apartamento com 3 Quartos à Venda, 170m²  ",Móoca, 170 , 3 , 3 , 3 ,1000
7303,"  Casa com 4 Quartos à Venda, 125m²  ",Vila Nova Mazzei, 125 , 4 , 3 , 3 ,0
7304,"  Apartamento com 3 Quartos à Venda, 77m²  ",Vila Carrão, 77 , 3 , 2 , 2 ,716
7305,"  Apartamento com 3 Quartos à Venda, 78m²  ",Jaguaré, 78 , 3 , 2 , 1 ,600
7306,"  Casa com 2 Quartos à Venda, 165m²  ",Conjunto Residencial Santa Terezinha, 165 , 2 , 3 , 2 ,0
7307,"  Casa com 3 Quartos à Venda, 280m²  ",Jardim França, 280 , 3 , 5 , 4 ,0
7308,"  Apartamento com 3 Quartos à Venda, 82m²  ",Vila Sônia, 82 , 3 , 2 , 2 ,600
7309,  Just  ,Bela Vista, 60-71 , 2 , 2 , 1-2 ,0
7310,"  Casa de condomínio com 3 Quartos à Venda, 193m²  ",Tatuapé, 193 , 3 , 4 , 2 ,200
7311,"  Apartamento com 2 Quartos à Venda, 118m²  ",Pinheiros, 118 , 2 , 3 , 2 ,1150000
7312,"  Casa com 4 Quartos à Venda, 252m²  ",Jardim Alvorada, 252 , 4 , 5 , 2 ,0
7313,"  Apartamento com  Quarto à Venda, 69m²  ",Brooklin, 69 , 1 , 2 , 1 ,850
7314,"  Apartamento com 3 Quartos à Venda, 117m²  ",Brooklin, 117 , 3 , 4 , 2 ,1500
7315,"  Apartamento com 2 Quartos à Venda, 38m²  ",Santana, 38 , 2 , 1 , -- ,300
7316,  BELLA VISTA PAULICEIA  ,Bela Vista, 48 , 2 , 1 , -- ,0
7317,"  Apartamento com 2 Quartos à Venda, 153m²  ",Campo Belo, 153 , 2 , 3 , 2 ,1200
7318,"  Casa de condomínio com 3 Quartos à Venda, 350m²  ",Santo Amaro, 350 , 3 , 4 , 3 ,2500
7319,"  Apartamento com 3 Quartos à Venda, 69m²  ",Jardim Prudência, 69 , 3 , 2 , 1 ,700
7320,"  Apartamento com 3 Quartos à Venda, 78m²  ",Parque da Vila Prudente, 78 , 3 , 2 , 1 ,680
7321,"  Apartamento com 3 Quartos à Venda, 83m²  ",Jardim Brasil, 83 , 3 , 2 , 1 ,927
7322,"  Apartamento com 2 Quartos à Venda, 68m²  ",Vila Matilde, 68 , 2 , 1 , 1 ,580
7323,  Bella Vista Pauliceia  ,Bela Vista, 39-107 , 1-2 , 1 , 1 ,0
7324,"  Apartamento com 3 Quartos à Venda, 87m²  ",Vila Uberabinha, 87 , 3 , 3 , 1 ,1038
7325,"  Apartamento com 2 Quartos à Venda, 65m²  ",Panamby, 65 , 2 , 2 , 2 ,700
7326,"  Apartamento com  Quarto à Venda, 33m²  ",Vila Buarque, 33 , 1 , 1 , -- ,480
7327,"  Casa de condomínio com 3 Quartos à Venda, 136m²  ",Horto do Ipê, 136 , 3 , 3 , 2 ,636
7328,"  Apartamento com  Quarto à Venda, 20m²  ",Penha, 20 , 1 , 1 , -- ,94
7329,"  Apartamento com 3 Quartos à Venda, 88m²  ",Imirim, 88 , 3 , 2 , 2 ,700
7330,"  Apartamento com 2 Quartos à Venda, 81m²  ",Vila Mariana, 81 , 2 , 2 , 1 ,760
7331,"  Casa de condomínio com 3 Quartos à Venda, 132m²  ",Vila Araguaia, 132 , 3 , 2 , 2 ,190
7332,"  Apartamento com 2 Quartos à Venda, 64m²  ",Tatuapé, 64 , 2 , 2 , 1 ,630
7333,"  Apartamento com 4 Quartos à Venda, 120m²  ",Tatuapé, 120 , 4 , 3 , 4 ,1400
7334,"  Apartamento com 2 Quartos à Venda, 44m²  ",Vila Prudente, 44 , 2 , 1 , -- ,207
7335,"  Apartamento com 3 Quartos à Venda, 123m²  ",Vila Mascote, 123 , 3 , 3 , 2 ,1610
7336,"  Apartamento com 3 Quartos à Venda, 150m²  ",Lar São Paulo, 150 , 3 , 4 , 3 ,1120
7337,"  Apartamento com 2 Quartos à Venda, 105m²  ",Paraíso, 105 , 2 , 2 , 2 ,1362
7338,"  Apartamento com 3 Quartos à Venda, 170m²  ",Móoca, 170 , 3 , 3 , 3 ,1000
7339,"  Casa com 4 Quartos à Venda, 125m²  ",Vila Nova Mazzei, 125 , 4 , 3 , 3 ,0
7340,"  Apartamento com 3 Quartos à Venda, 77m²  ",Vila Carrão, 77 , 3 , 2 , 2 ,716
7341,"  Apartamento com 3 Quartos à Venda, 78m²  ",Jaguaré, 78 , 3 , 2 , 1 ,600
7342,"  Casa com 2 Quartos à Venda, 165m²  ",Conjunto Residencial Santa Terezinha, 165 , 2 , 3 , 2 ,0
7343,"  Casa com 3 Quartos à Venda, 280m²  ",Jardim França, 280 , 3 , 5 , 4 ,0
7344,"  Apartamento com 3 Quartos à Venda, 82m²  ",Vila Sônia, 82 , 3 , 2 , 2 ,600
7345,  Just  ,Bela Vista, 60-71 , 2 , 2 , 1-2 ,0
7346,"  Casa de condomínio com 3 Quartos à Venda, 193m²  ",Tatuapé, 193 , 3 , 4 , 2 ,200
7347,"  Apartamento com 2 Quartos à Venda, 118m²  ",Pinheiros, 118 , 2 , 3 , 2 ,1150000
7348,"  Casa com 4 Quartos à Venda, 252m²  ",Jardim Alvorada, 252 , 4 , 5 , 2 ,0
7349,"  Apartamento com  Quarto à Venda, 69m²  ",Brooklin, 69 , 1 , 2 , 1 ,850
7350,"  Apartamento com 3 Quartos à Venda, 117m²  ",Brooklin, 117 , 3 , 4 , 2 ,1500
7351,"  Apartamento com 2 Quartos à Venda, 38m²  ",Santana, 38 , 2 , 1 , -- ,300
7352,  BELLA VISTA PAULICEIA  ,Bela Vista, 48 , 2 , 1 , -- ,0
7353,"  Apartamento com 2 Quartos à Venda, 153m²  ",Campo Belo, 153 , 2 , 3 , 2 ,1200
7354,"  Casa de condomínio com 3 Quartos à Venda, 350m²  ",Santo Amaro, 350 , 3 , 4 , 3 ,2500
7355,"  Apartamento com 3 Quartos à Venda, 69m²  ",Jardim Prudência, 69 , 3 , 2 , 1 ,700
7356,"  Apartamento com 3 Quartos à Venda, 78m²  ",Parque da Vila Prudente, 78 , 3 , 2 , 1 ,680
7357,"  Apartamento com 3 Quartos à Venda, 83m²  ",Jardim Brasil, 83 , 3 , 2 , 1 ,927
7358,"  Apartamento com 2 Quartos à Venda, 68m²  ",Vila Matilde, 68 , 2 , 1 , 1 ,580
7359,  Bella Vista Pauliceia  ,Bela Vista, 39-107 , 1-2 , 1 , 1 ,0
7360,"  Apartamento com 3 Quartos à Venda, 87m²  ",Vila Uberabinha, 87 , 3 , 3 , 1 ,1038
7361,"  Apartamento com 2 Quartos à Venda, 65m²  ",Panamby, 65 , 2 , 2 , 2 ,700
7362,"  Apartamento com  Quarto à Venda, 33m²  ",Vila Buarque, 33 , 1 , 1 , -- ,480
7363,"  Casa de condomínio com 3 Quartos à Venda, 136m²  ",Horto do Ipê, 136 , 3 , 3 , 2 ,636
7364,"  Apartamento com  Quarto à Venda, 20m²  ",Penha, 20 , 1 , 1 , -- ,94
7365,"  Apartamento com 3 Quartos à Venda, 88m²  ",Imirim, 88 , 3 , 2 , 2 ,700
7366,"  Apartamento com 2 Quartos à Venda, 81m²  ",Vila Mariana, 81 , 2 , 2 , 1 ,760
7367,"  Casa de condomínio com 3 Quartos à Venda, 132m²  ",Vila Araguaia, 132 , 3 , 2 , 2 ,190
7368,"  Apartamento com 2 Quartos à Venda, 64m²  ",Tatuapé, 64 , 2 , 2 , 1 ,630
7369,"  Apartamento com 4 Quartos à Venda, 120m²  ",Tatuapé, 120 , 4 , 3 , 4 ,1400
7370,"  Apartamento com 2 Quartos à Venda, 44m²  ",Vila Prudente, 44 , 2 , 1 , -- ,207
7371,"  Apartamento com 3 Quartos à Venda, 123m²  ",Vila Mascote, 123 , 3 , 3 , 2 ,1610
7372,"  Apartamento com 3 Quartos à Venda, 150m²  ",Lar São Paulo, 150 , 3 , 4 , 3 ,1120
7373,"  Apartamento com 2 Quartos à Venda, 105m²  ",Paraíso, 105 , 2 , 2 , 2 ,1362
7374,"  Apartamento com 3 Quartos à Venda, 170m²  ",Móoca, 170 , 3 , 3 , 3 ,1000
7375,"  Casa com 4 Quartos à Venda, 125m²  ",Vila Nova Mazzei, 125 , 4 , 3 , 3 ,0
7376,"  Apartamento com 3 Quartos à Venda, 77m²  ",Vila Carrão, 77 , 3 , 2 , 2 ,716
7377,"  Apartamento com 3 Quartos à Venda, 78m²  ",Jaguaré, 78 , 3 , 2 , 1 ,600
7378,"  Casa com 2 Quartos à Venda, 165m²  ",Conjunto Residencial Santa Terezinha, 165 , 2 , 3 , 2 ,0
7379,"  Casa com 3 Quartos à Venda, 280m²  ",Jardim França, 280 , 3 , 5 , 4 ,0
7380,"  Apartamento com 3 Quartos à Venda, 82m²  ",Vila Sônia, 82 , 3 , 2 , 2 ,600
7381,  Just  ,Bela Vista, 60-71 , 2 , 2 , 1-2 ,0
7382,"  Casa de condomínio com 3 Quartos à Venda, 193m²  ",Tatuapé, 193 , 3 , 4 , 2 ,200
7383,"  Apartamento com 2 Quartos à Venda, 118m²  ",Pinheiros, 118 , 2 , 3 , 2 ,1150000
7384,"  Casa com 4 Quartos à Venda, 252m²  ",Jardim Alvorada, 252 , 4 , 5 , 2 ,0
7385,"  Apartamento com  Quarto à Venda, 69m²  ",Brooklin, 69 , 1 , 2 , 1 ,850
7386,"  Apartamento com 3 Quartos à Venda, 117m²  ",Brooklin, 117 , 3 , 4 , 2 ,1500
7387,"  Apartamento com 2 Quartos à Venda, 38m²  ",Santana, 38 , 2 , 1 , -- ,300
7388,  BELLA VISTA PAULICEIA  ,Bela Vista, 48 , 2 , 1 , -- ,0
7389,"  Apartamento com 2 Quartos à Venda, 153m²  ",Campo Belo, 153 , 2 , 3 , 2 ,1200
7390,"  Casa de condomínio com 3 Quartos à Venda, 350m²  ",Santo Amaro, 350 , 3 , 4 , 3 ,2500
7391,"  Apartamento com 3 Quartos à Venda, 69m²  ",Jardim Prudência, 69 , 3 , 2 , 1 ,700
7392,"  Apartamento com 3 Quartos à Venda, 78m²  ",Parque da Vila Prudente, 78 , 3 , 2 , 1 ,680
7393,"  Apartamento com 3 Quartos à Venda, 83m²  ",Jardim Brasil, 83 , 3 , 2 , 1 ,927
7394,"  Apartamento com 2 Quartos à Venda, 68m²  ",Vila Matilde, 68 , 2 , 1 , 1 ,580
7395,  Bella Vista Pauliceia  ,Bela Vista, 39-107 , 1-2 , 1 , 1 ,0
7396,"  Apartamento com 3 Quartos à Venda, 87m²  ",Vila Uberabinha, 87 , 3 , 3 , 1 ,1038
7397,"  Apartamento com 2 Quartos à Venda, 65m²  ",Panamby, 65 , 2 , 2 , 2 ,700
7398,"  Apartamento com  Quarto à Venda, 33m²  ",Vila Buarque, 33 , 1 , 1 , -- ,480
7399,"  Casa de condomínio com 3 Quartos à Venda, 136m²  ",Horto do Ipê, 136 , 3 , 3 , 2 ,636
7400,"  Apartamento com  Quarto à Venda, 20m²  ",Penha, 20 , 1 , 1 , -- ,94
7401,"  Apartamento com 3 Quartos à Venda, 88m²  ",Imirim, 88 , 3 , 2 , 2 ,700
7402,"  Apartamento com 2 Quartos à Venda, 81m²  ",Vila Mariana, 81 , 2 , 2 , 1 ,760
7403,"  Casa de condomínio com 3 Quartos à Venda, 132m²  ",Vila Araguaia, 132 , 3 , 2 , 2 ,190
7404,"  Apartamento com 2 Quartos à Venda, 64m²  ",Tatuapé, 64 , 2 , 2 , 1 ,630
7405,"  Apartamento com 4 Quartos à Venda, 120m²  ",Tatuapé, 120 , 4 , 3 , 4 ,1400
7406,"  Apartamento com 2 Quartos à Venda, 44m²  ",Vila Prudente, 44 , 2 , 1 , -- ,207
7407,"  Apartamento com 3 Quartos à Venda, 123m²  ",Vila Mascote, 123 , 3 , 3 , 2 ,1610
7408,"  Apartamento com 3 Quartos à Venda, 150m²  ",Lar São Paulo, 150 , 3 , 4 , 3 ,1120
7409,"  Apartamento com 2 Quartos à Venda, 105m²  ",Paraíso, 105 , 2 , 2 , 2 ,1362
7410,"  Apartamento com 3 Quartos à Venda, 170m²  ",Móoca, 170 , 3 , 3 , 3 ,1000
7411,"  Casa com 4 Quartos à Venda, 125m²  ",Vila Nova Mazzei, 125 , 4 , 3 , 3 ,0
7412,"  Apartamento com 3 Quartos à Venda, 77m²  ",Vila Carrão, 77 , 3 , 2 , 2 ,716
7413,"  Apartamento com 3 Quartos à Venda, 78m²  ",Jaguaré, 78 , 3 , 2 , 1 ,600
7414,"  Casa com 2 Quartos à Venda, 165m²  ",Conjunto Residencial Santa Terezinha, 165 , 2 , 3 , 2 ,0
7415,"  Casa com 3 Quartos à Venda, 280m²  ",Jardim França, 280 , 3 , 5 , 4 ,0
7416,"  Apartamento com 3 Quartos à Venda, 82m²  ",Vila Sônia, 82 , 3 , 2 , 2 ,600
7417,  Just  ,Bela Vista, 60-71 , 2 , 2 , 1-2 ,0
7418,"  Casa de condomínio com 3 Quartos à Venda, 193m²  ",Tatuapé, 193 , 3 , 4 , 2 ,200
7419,"  Apartamento com 2 Quartos à Venda, 118m²  ",Pinheiros, 118 , 2 , 3 , 2 ,1150000
7420,"  Casa com 4 Quartos à Venda, 252m²  ",Jardim Alvorada, 252 , 4 , 5 , 2 ,0
7421,"  Apartamento com  Quarto à Venda, 69m²  ",Brooklin, 69 , 1 , 2 , 1 ,850
7422,"  Apartamento com 3 Quartos à Venda, 117m²  ",Brooklin, 117 , 3 , 4 , 2 ,1500
7423,"  Apartamento com 2 Quartos à Venda, 38m²  ",Santana, 38 , 2 , 1 , -- ,300
7424,  BELLA VISTA PAULICEIA  ,Bela Vista, 48 , 2 , 1 , -- ,0
7425,"  Apartamento com 2 Quartos à Venda, 153m²  ",Campo Belo, 153 , 2 , 3 , 2 ,1200
7426,"  Casa de condomínio com 3 Quartos à Venda, 350m²  ",Santo Amaro, 350 , 3 , 4 , 3 ,2500
7427,"  Apartamento com 3 Quartos à Venda, 69m²  ",Jardim Prudência, 69 , 3 , 2 , 1 ,700
7428,"  Apartamento com 3 Quartos à Venda, 78m²  ",Parque da Vila Prudente, 78 , 3 , 2 , 1 ,680
7429,"  Apartamento com 3 Quartos à Venda, 83m²  ",Jardim Brasil, 83 , 3 , 2 , 1 ,927
7430,"  Apartamento com 2 Quartos à Venda, 68m²  ",Vila Matilde, 68 , 2 , 1 , 1 ,580
7431,  Bella Vista Pauliceia  ,Bela Vista, 39-107 , 1-2 , 1 , 1 ,0
7432,"  Apartamento com 3 Quartos à Venda, 87m²  ",Vila Uberabinha, 87 , 3 , 3 , 1 ,1038
7433,"  Apartamento com 2 Quartos à Venda, 65m²  ",Panamby, 65 , 2 , 2 , 2 ,700
7434,"  Apartamento com  Quarto à Venda, 33m²  ",Vila Buarque, 33 , 1 , 1 , -- ,480
7435,"  Casa de condomínio com 3 Quartos à Venda, 136m²  ",Horto do Ipê, 136 , 3 , 3 , 2 ,636
7436,"  Apartamento com  Quarto à Venda, 20m²  ",Penha, 20 , 1 , 1 , -- ,94
7437,"  Apartamento com 3 Quartos à Venda, 88m²  ",Imirim, 88 , 3 , 2 , 2 ,700
7438,"  Apartamento com 2 Quartos à Venda, 81m²  ",Vila Mariana, 81 , 2 , 2 , 1 ,760
7439,"  Casa de condomínio com 3 Quartos à Venda, 132m²  ",Vila Araguaia, 132 , 3 , 2 , 2 ,190
7440,"  Apartamento com 2 Quartos à Venda, 64m²  ",Tatuapé, 64 , 2 , 2 , 1 ,630
7441,"  Apartamento com 4 Quartos à Venda, 120m²  ",Tatuapé, 120 , 4 , 3 , 4 ,1400
7442,"  Apartamento com 2 Quartos à Venda, 44m²  ",Vila Prudente, 44 , 2 , 1 , -- ,207
7443,"  Apartamento com 3 Quartos à Venda, 123m²  ",Vila Mascote, 123 , 3 , 3 , 2 ,1610
7444,"  Apartamento com 3 Quartos à Venda, 150m²  ",Lar São Paulo, 150 , 3 , 4 , 3 ,1120
7445,"  Apartamento com 2 Quartos à Venda, 105m²  ",Paraíso, 105 , 2 , 2 , 2 ,1362
7446,"  Apartamento com 3 Quartos à Venda, 170m²  ",Móoca, 170 , 3 , 3 , 3 ,1000
7447,"  Casa com 4 Quartos à Venda, 125m²  ",Vila Nova Mazzei, 125 , 4 , 3 , 3 ,0
7448,"  Apartamento com 3 Quartos à Venda, 77m²  ",Vila Carrão, 77 , 3 , 2 , 2 ,716
7449,"  Apartamento com 3 Quartos à Venda, 78m²  ",Jaguaré, 78 , 3 , 2 , 1 ,600
7450,"  Casa com 2 Quartos à Venda, 165m²  ",Conjunto Residencial Santa Terezinha, 165 , 2 , 3 , 2 ,0
7451,"  Casa com 3 Quartos à Venda, 280m²  ",Jardim França, 280 , 3 , 5 , 4 ,0
7452,"  Apartamento com 3 Quartos à Venda, 82m²  ",Vila Sônia, 82 , 3 , 2 , 2 ,600
7453,  Just  ,Bela Vista, 60-71 , 2 , 2 , 1-2 ,0
7454,"  Casa de condomínio com 3 Quartos à Venda, 193m²  ",Tatuapé, 193 , 3 , 4 , 2 ,200
7455,"  Apartamento com 2 Quartos à Venda, 118m²  ",Pinheiros, 118 , 2 , 3 , 2 ,1150000
7456,"  Casa com 4 Quartos à Venda, 252m²  ",Jardim Alvorada, 252 , 4 , 5 , 2 ,0
7457,"  Apartamento com  Quarto à Venda, 69m²  ",Brooklin, 69 , 1 , 2 , 1 ,850
7458,"  Apartamento com 3 Quartos à Venda, 117m²  ",Brooklin, 117 , 3 , 4 , 2 ,1500
7459,"  Apartamento com 2 Quartos à Venda, 38m²  ",Santana, 38 , 2 , 1 , -- ,300
7460,  BELLA VISTA PAULICEIA  ,Bela Vista, 48 , 2 , 1 , -- ,0
7461,"  Apartamento com 2 Quartos à Venda, 153m²  ",Campo Belo, 153 , 2 , 3 , 2 ,1200
7462,"  Casa de condomínio com 3 Quartos à Venda, 350m²  ",Santo Amaro, 350 , 3 , 4 , 3 ,2500
